"Kod";"Nazwa";"ogółem;2002;[zł]";"ogółem;2003;[zł]";"ogółem;2004;[zł]";"ogółem;2005;[zł]";"ogółem;2006;[zł]";"ogółem;2007;[zł]";"ogółem;2008;[zł]";"ogółem;2009;[zł]";"ogółem;2010;[zł]";"ogółem;2011;[zł]";"ogółem;2012;[zł]";"ogółem;2013;[zł]";"ogółem;2014;[zł]";"ogółem;2015;[zł]";"ogółem;2016;[zł]";"ogółem;2017;[zł]";"ogółem;2018;[zł]";
2417000;"Powiat żywiecki";2264,56;2299,71;2417,97;2447,59;2564,98;2797,39;2955,88;3205,94;3393,47;3557,09;3712,48;3845,17;4067,79;4059,16;4100,84;4515,28;;
2461000;"Powiat m.Bielsko-Biała";2123,64;2219,92;2292,50;2360,26;2512,00;2781,24;3109,88;3263,60;3379,20;3498,80;3576,40;3781,12;3930,33;4071,65;4245,15;4446,37;;
2462000;"Powiat m.Bytom";2278,72;2056,68;2050,36;2149,55;2288,45;2480,20;2830,20;2918,55;3079,10;3266,64;3319,18;3464,46;3542,70;4050,32;4024,91;4054,04;;
2463000;"Powiat m.Chorzów";1897,22;2004,63;2062,53;2124,55;2232,30;2493,66;2837,42;2902,80;3042,37;3237,48;3384,99;3540,84;3638,84;3754,13;3904,00;4087,57;;
2464000;"Powiat m.Częstochowa";1965,93;2038,40;2121,73;2214,67;2355,01;2517,31;2745,37;2901,31;3011,70;3197,12;3308,53;3445,39;3526,81;3644,53;3743,93;3954,16;;
2465000;"Powiat m.Dąbrowa Górnicza";2348,19;2384,65;2519,76;2641,41;2826,02;3088,83;3386,12;3649,12;3792,57;4060,01;4255,34;4324,15;4445,38;4613,23;4802,04;5096,32;;
2466000;"Powiat m.Gliwice";2611,36;2436,82;2579,36;2739,11;2879,53;3146,53;3495,73;3654,92;3787,48;4020,23;4137,93;4329,27;4482,68;4726,43;4832,33;5117,17;;
2467000;"Powiat m.Jastrzębie-Zdrój";3063,62;3197,70;3408,53;3769,78;3965,34;4318,46;4822,06;4851,26;5213,89;6324,79;5974,57;6384,43;6536,76;6182,71;6131,62;6609,12;;
2468000;"Powiat m.Jaworzno";2372,25;2450,31;2539,98;2753,98;3035,84;3230,36;3608,26;3920,16;4046,73;4369,87;4226,59;4704,74;4714,66;5333,82;5314,60;5370,16;;
2469000;"Powiat m.Katowice";2707,36;3033,42;3272,16;3395,63;3523,92;3727,38;4150,44;4494,03;4563,66;5013,92;4966,80;5270,37;5199,41;5262,02;5274,86;5290,36;;
2470000;"Powiat m.Mysłowice";1797,41;1861,33;1951,77;2091,24;2229,48;2423,41;2684,48;2795,14;2960,71;3305,37;3461,96;3618,74;3704,34;3787,80;3872,43;4074,53;;
2471000;"Powiat m.Piekary Śląskie";2488,83;1842,64;1958,47;2022,67;2148,01;2395,67;2633,21;2728,81;2845,62;2969,61;3192,45;3329,31;3594,01;3958,91;4235,29;4619,75;;
2472000;"Powiat m.Ruda Śląska";2755,98;2374,86;2060,76;2140,52;2326,18;2510,79;2777,33;2889,28;2961,20;3179,15;3309,17;3395,43;3438,13;3577,97;3719,66;3906,09;;
2473000;"Powiat m.Rybnik";2814,53;2479,42;2244,12;2338,10;2447,61;2648,18;2967,36;3111,71;3226,18;3353,40;3459,52;3507,69;3607,45;3762,40;3884,81;4122,16;;
2474000;"Powiat m.Siemianowice Śląskie";1946,03;2030,95;2041,54;2143,24;2393,50;2584,80;2875,42;2960,73;3070,59;3234,32;3338,13;3471,73;3625,95;3700,78;3844,70;4116,13;;
2475000;"Powiat m.Sosnowiec";2007,92;2086,10;2133,39;2196,13;2333,91;2524,96;2880,92;2988,73;3112,78;3236,16;3372,99;3480,50;3624,37;3706,45;3770,76;4139,10;;
2476000;"Powiat m.Świętochłowice";1922,12;1925,65;2036,42;2107,74;2213,47;2381,12;2509,03;2628,03;2672,57;2755,39;2926,12;3022,76;3145,07;3260,66;3353,91;3595,13;;
2477000;"Powiat m.Tychy";2893,06;2288,19;2264,05;2313,10;2500,39;2766,57;3073,55;3127,98;3292,32;3443,06;3558,72;3691,88;3819,32;4011,32;4141,97;4437,20;;
2478000;"Powiat m.Zabrze";2080,43;2266,48;2343,34;2449,82;2568,83;2804,13;3095,19;3232,35;3371,44;3572,02;3672,55;3673,41;3835,40;3955,12;4029,87;4202,39;;
2479000;"Powiat m.Żory";1719,84;1790,04;1900,97;1912,65;1964,02;2132,51;2410,64;2573,77;2946,80;3079,04;3224,73;3391,95;3534,18;3613,55;3747,77;3890,07;;
2601000;"Powiat buski";1760,13;1842,15;1926,82;1980,24;2050,75;2272,20;2496,87;2624,09;2700,95;2825,85;2902,83;3062,17;3158,01;3301,87;3400,24;3587,24;;
2602000;"Powiat jędrzejowski";1963,38;2053,04;2101,44;2186,12;2269,46;2516,14;2776,59;2917,98;3040,91;3361,44;3611,17;3629,28;3811,90;3900,83;3994,49;4177,28;;
2603000;"Powiat kazimierski";1678,81;1647,02;1839,13;1885,75;1938,63;2059,36;2278,58;2466,75;2638,63;2740,14;2876,72;3001,17;3055,63;3142,99;3240,31;3311,99;;
2604000;"Powiat kielecki";1905,11;1969,39;1989,97;1990,13;2066,64;2270,27;2462,98;2551,32;2709,04;2836,55;2914,39;3045,00;3095,16;3246,51;3289,77;3477,48;;
2605000;"Powiat konecki";1719,75;1758,59;1830,53;1917,46;2008,59;2206,84;2463,26;2619,11;2743,51;2916,44;3031,59;3157,76;3260,47;3355,31;3492,59;3585,89;;
2606000;"Powiat opatowski";2150,44;2092,70;2285,61;2251,75;2320,14;2449,52;2717,53;2542,34;2749,31;2869,20;3014,36;3085,06;3154,31;3255,65;3278,64;3456,29;;
2607000;"Powiat ostrowiecki";1771,96;1769,95;1923,31;1936,08;2056,26;2240,51;2558,17;2712,75;2827,82;2974,89;3084,28;3154,96;3225,91;3342,45;3423,02;3596,74;;
2608000;"Powiat pińczowski";2446,79;2452,95;2558,31;2434,98;2536,79;2650,13;2628,18;2818,62;2895,48;3002,74;3100,89;3130,97;3246,61;3349,30;3460,81;3673,89;;
2609000;"Powiat sandomierski";1942,91;2017,92;2133,35;2336,31;2442,06;2678,36;2977,50;3078,47;3221,56;3324,91;3397,35;3415,98;3526,06;3665,14;3753,75;3978,62;;
2610000;"Powiat skarżyski";1851,74;1921,53;2038,35;2101,52;2279,47;2556,94;2821,43;3035,02;2783,02;3001,61;3119,33;3280,83;3395,64;3448,29;3629,75;3859,44;;
2611000;"Powiat starachowicki";1683,31;1713,37;1817,73;1938,01;1967,82;2130,58;2402,85;2539,20;2671,49;2826,27;2963,95;3083,87;3199,99;3387,74;3444,11;4117,89;;
2612000;"Powiat staszowski";2132,22;2060,74;2151,14;2241,81;2317,23;2546,78;2952,63;3030,68;3138,70;3328,52;3490,75;3470,07;3589,54;3760,61;3939,91;4042,49;;
2613000;"Powiat włoszczowski";1923,14;2012,95;2064,04;2096,56;2207,84;2465,81;2641,17;2676,26;2913,74;3050,54;3259,56;3307,07;3382,92;3510,22;3591,87;3760,86;;
2661000;"Powiat m.Kielce";2154,27;2233,43;2320,83;2372,75;2461,78;2655,81;2953,74;3082,94;3200,80;3381,09;3467,85;3597,04;3669,64;3845,52;3920,24;4197,40;;
2801000;"Powiat bartoszycki";1772,12;1803,55;1835,77;1910,04;1981,20;2138,45;2357,78;2624,62;2725,29;2866,40;3044,14;3145,53;3269,83;3314,71;3449,70;3637,30;;
2802000;"Powiat braniewski";1750,16;1840,77;1901,11;1939,50;2099,03;2243,42;2433,31;2548,62;2699,43;2892,95;3038,26;3110,02;3208,18;3241,42;3352,72;3559,55;;
2803000;"Powiat działdowski";1655,36;1737,11;1794,44;1838,29;1973,47;2188,50;2443,94;2546,68;2661,38;2634,39;2871,83;2946,62;3045,94;3180,05;3302,85;3449,37;;
2804000;"Powiat elbląski";1688,20;1768,57;1784,90;1847,48;1950,03;2085,09;2361,36;2473,75;2554,99;2781,25;2917,00;3030,43;3113,02;3199,49;3323,73;3446,29;;
2805000;"Powiat ełcki";1819,73;1835,02;1934,11;1987,37;2067,67;2205,27;2416,99;2583,85;2721,79;2835,70;2960,87;3086,41;3164,08;3184,73;3286,44;3477,88;;
2806000;"Powiat giżycki";1710,37;1780,63;1862,61;1941,41;2021,24;2205,10;2421,67;2485,34;2649,21;2793,21;2938,61;3071,80;3273,35;3369,69;3446,45;3663,45;;
2807000;"Powiat iławski";1619,78;1708,06;1715,10;1786,59;1903,96;2077,76;2231,15;2338,60;2492,56;2639,03;2741,51;2955,21;3026,10;3172,70;3307,79;3455,52;;
2808000;"Powiat kętrzyński";1752,77;1824,80;1867,00;1821,43;1894,81;2030,68;2263,18;2423,01;2502,02;2719,97;2816,29;2920,07;3034,16;3165,43;3256,93;3467,16;;
2809000;"Powiat lidzbarski";1567,80;1595,49;1724,95;1759,84;1856,80;2008,19;2270,42;2467,93;2632,79;2804,79;2923,59;2969,52;3105,88;3248,95;3350,85;3445,72;;
2810000;"Powiat mrągowski";1740,63;1709,89;1814,70;1888,20;2022,52;2244,49;2510,13;2611,13;2823,87;2708,77;2839,59;2940,69;3037,05;3077,81;3193,85;3353,74;;
2811000;"Powiat nidzicki";1561,11;1634,21;1721,25;1843,41;1865,70;2078,26;2239,47;2427,52;2513,61;2683,94;2803,04;2876,70;2976,78;3079,14;3205,87;3334,80;;
2812000;"Powiat nowomiejski";1600,25;1685,20;1712,03;1708,76;1824,65;1962,49;2208,04;2308,70;2427,79;2599,04;2738,13;2819,36;2938,87;2878,10;3013,66;3221,93;;
2813000;"Powiat olecki";1777,10;1832,13;1923,11;1983,40;2070,33;2275,16;2458,59;2549,90;2599,13;2812,94;2924,79;3088,10;3251,89;3357,05;3430,34;3647,08;;
2814000;"Powiat olsztyński";1759,76;1801,78;1876,83;1971,04;2041,68;2310,29;2645,11;2761,13;2910,37;3105,47;3178,11;3259,80;3370,10;3559,63;3635,09;3781,68;;
2815000;"Powiat ostródzki";1759,46;1802,50;1865,94;1905,22;1982,54;2151,13;2380,30;2503,69;2633,74;2759,64;2950,32;3003,92;3122,59;3175,96;3392,59;3680,36;;
2816000;"Powiat piski";1914,06;2034,15;2113,58;2143,07;2220,25;2394,68;2594,04;2595,80;2726,06;2923,37;3039,30;3137,65;3271,93;3445,13;3561,61;3791,39;;
2817000;"Powiat szczycieński";1793,92;1857,81;1941,86;2001,89;2100,15;2240,32;2457,98;2628,35;2781,74;3045,34;3153,84;3242,04;3412,21;3482,48;3538,21;3699,06;;
2818000;"Powiat gołdapski";1634,51;1665,23;1725,92;1739,34;1793,58;1871,03;2209,67;2360,83;2515,32;2629,46;2699,45;2775,90;2956,47;3045,01;3149,86;3328,33;;
2819000;"Powiat węgorzewski";1648,29;1679,89;1755,03;1835,33;1963,52;2070,27;2284,39;2448,01;2575,77;2664,54;2781,46;2900,60;2983,79;3088,51;3160,33;3379,54;;
2861000;"Powiat m.Elbląg";2281,22;2339,45;2143,79;2135,51;2217,57;2429,10;2670,79;2837,38;2969,87;3168,80;3363,24;3488,01;3620,55;3687,80;3806,42;4044,35;;
2862000;"Powiat m.Olsztyn";2271,09;2356,41;2477,34;2562,95;2741,54;2931,15;3132,80;3322,72;3443,21;3546,91;3649,18;3795,30;3954,40;4104,05;4254,72;4427,76;;
3001000;"Powiat chodzieski";1648,80;1694,80;1776,93;1846,93;1997,07;2295,79;2523,12;2641,06;2743,98;2860,30;3020,99;3226,41;3303,09;3488,04;3532,53;3713,90;;
3002000;"Powiat czarnkowsko-trzcianecki";1800,35;1881,73;1943,44;1996,05;2140,37;2340,56;2621,49;2743,37;2848,43;3009,40;3149,29;3226,12;3410,14;3506,61;3699,41;3967,42;;
3003000;"Powiat gnieźnieński";1801,21;1886,79;1894,87;1990,85;2088,88;2282,85;2498,10;2605,75;2718,78;2874,23;3006,57;3143,38;3253,35;3386,42;3528,01;3774,18;;
3004000;"Powiat gostyński";1815,27;1928,06;1966,59;1928,95;2087,43;2296,05;2553,77;2733,37;2855,27;3004,76;3124,88;3238,49;3282,64;3415,02;3557,77;3760,40;;
3005000;"Powiat grodziski";1710,93;1763,47;1792,06;1818,29;1855,39;1992,12;2191,80;2402,82;2501,47;2639,86;2819,79;2945,14;2976,94;2931,27;3006,21;3316,55;;
3006000;"Powiat jarociński";1599,86;1636,09;1664,71;1738,48;1846,26;1985,67;2157,02;2283,04;2378,79;2547,56;2596,34;2729,43;2803,80;2898,12;3066,45;3340,73;;
3007000;"Powiat kaliski";1655,12;1716,31;1741,39;1801,39;1908,26;2048,71;2355,83;2494,19;2561,69;2665,26;2723,72;2826,99;3007,45;3035,70;3145,60;3353,48;;
3008000;"Powiat kępiński";1356,20;1436,35;1436,99;1470,09;1583,52;1762,77;1993,43;2020,27;2106,84;2224,07;2349,11;2456,46;2544,18;2568,52;2658,47;2960,24;;
3009000;"Powiat kolski";2118,24;2235,05;2355,46;2430,13;2529,17;2608,69;2816,18;2995,08;3153,48;3387,32;3350,56;3582,55;3624,38;3696,10;3808,90;4035,50;;
3010000;"Powiat koniński";2512,13;2500,50;2565,75;2581,53;2606,51;2693,75;2808,81;2940,77;3060,01;3178,62;3219,51;3297,59;3328,35;3319,18;3335,85;3439,22;;
3011000;"Powiat kościański";1777,97;1816,09;1865,90;1893,98;2024,17;2256,12;2528,66;2630,27;2746,53;2855,66;2955,65;3149,89;3257,11;3398,70;3491,93;3718,79;;
3012000;"Powiat krotoszyński";1671,90;1730,17;1761,19;1825,31;1954,07;2171,84;2384,97;2368,56;2499,96;2635,10;2729,22;2807,81;2849,87;2931,62;3202,47;3478,90;;
3013000;"Powiat leszczyński";1850,48;2072,76;2074,61;2152,29;2299,48;2550,36;2749,10;2853,97;3005,53;3194,85;3450,36;3533,58;3678,43;3812,62;3924,99;4213,65;;
3014000;"Powiat międzychodzki";1674,37;1706,89;1822,12;1794,89;1919,32;2153,50;2334,46;2592,09;2642,45;2790,82;2839,46;2996,65;3172,75;3207,93;3406,58;3623,06;;
3015000;"Powiat nowotomyski";1796,01;1854,88;1911,70;1986,01;2141,58;2397,58;2582,17;2742,29;2882,44;3038,62;3167,43;3283,41;3466,29;3547,42;3768,93;3989,83;;
3016000;"Powiat obornicki";1858,27;1965,92;2086,73;2064,42;2157,39;2347,03;2476,16;2678,83;2893,44;3031,88;3197,81;3214,37;3595,79;3620,93;3867,54;4101,05;;
3017000;"Powiat ostrowski";1736,06;1790,22;1878,01;1945,19;2086,69;2303,28;2510,43;2616,26;2779,34;2896,13;3002,27;3086,65;3212,43;3357,37;3576,57;3764,42;;
3018000;"Powiat ostrzeszowski";1783,28;1823,04;1831,54;1867,94;2003,16;2223,45;2431,97;2576,64;2700,86;2875,32;3010,05;3032,51;3193,68;3338,34;3509,40;3713,45;;
3019000;"Powiat pilski";1962,59;1994,10;2080,86;2185,11;2303,62;2567,82;2765,46;2873,28;3059,54;3186,50;3263,28;3539,58;3635,85;3569,05;3772,08;4006,13;;
3020000;"Powiat pleszewski";1633,17;1631,76;1724,27;1759,81;1873,20;2044,54;2329,23;2377,36;2541,49;2722,15;2881,88;3079,05;3190,51;3308,08;3399,21;3621,86;;
3021000;"Powiat poznański";2037,60;2170,03;2223,92;2245,02;2362,00;2596,78;2901,70;2909,66;3161,97;3313,05;3405,01;3513,25;3520,37;3676,21;3855,60;4018,59;;
3022000;"Powiat rawicki";1512,11;1582,02;1625,58;1633,32;1738,20;1898,14;2155,03;2287,60;2426,25;2574,75;2716,43;2829,57;2920,61;3045,68;3182,07;3442,45;;
3023000;"Powiat słupecki";1706,16;1758,66;1826,08;1903,07;2018,52;2165,49;2397,67;2532,49;2651,45;2783,93;2886,83;2951,09;3093,66;3171,47;3317,41;3564,41;;
3024000;"Powiat szamotulski";2031,21;2071,78;2164,34;2254,24;2335,51;2548,57;2788,34;2880,98;3036,38;3268,61;3569,58;3821,96;3817,63;3975,80;4196,53;4482,73;;
3025000;"Powiat średzki";1919,96;1995,66;2122,89;2162,07;2279,84;2548,58;2791,95;2934,94;3053,97;3195,94;3238,52;3310,35;3466,94;3626,56;3785,23;4102,74;;
3026000;"Powiat śremski";1821,54;1920,25;1895,29;1951,11;2029,89;2214,05;2502,48;2633,30;2758,09;2893,71;2998,45;3060,02;3108,41;3250,33;3411,22;3639,72;;
3027000;"Powiat turecki";1933,88;2034,12;2050,28;2067,64;2145,13;2290,49;2478,11;2668,35;2768,39;2958,85;2977,38;2959,12;3025,00;2999,24;3167,19;3391,97;;
3028000;"Powiat wągrowiecki";1728,48;1786,06;1867,81;1875,56;1967,28;2143,67;2403,16;2540,06;2679,02;2897,22;3084,27;3074,53;3135,77;3346,90;3488,88;3679,03;;
3029000;"Powiat wolsztyński";1532,21;1623,09;1751,71;1790,57;1906,04;2180,60;2328,31;2394,07;2490,09;2594,94;2708,32;2812,19;3013,55;3189,94;3315,96;3517,60;;
3030000;"Powiat wrzesiński";1660,85;1723,17;1824,64;1861,79;1972,45;2207,24;2457,00;2543,08;2653,68;2816,34;2932,62;3083,46;3264,85;3406,61;3607,50;3928,55;;
3031000;"Powiat złotowski";1643,82;1656,12;1743,90;1797,70;1950,95;2192,99;2448,80;2610,42;2675,54;2788,01;2922,82;2969,30;3019,42;3114,52;3221,67;3397,81;;
3061000;"Powiat m.Kalisz";2035,05;2096,01;2164,20;2139,04;2223,29;2418,10;2662,95;2777,37;2856,06;3030,68;3150,01;3264,40;3395,84;3532,30;3648,00;3889,60;;
3062000;"Powiat m.Konin";2344,32;2387,14;2367,34;2403,22;2539,66;2717,53;2925,27;3073,39;3225,51;3397,78;3483,18;3546,68;3653,29;3790,14;3785,02;3930,94;;
3063000;"Powiat m.Leszno";1969,70;1967,31;2026,44;2047,01;2095,97;2276,53;2489,99;2593,63;2689,37;2892,51;2977,96;3225,98;3362,89;3427,70;3406,02;3745,94;;
3064000;"Powiat m.Poznań";2395,19;2504,90;2615,90;2734,73;2889,84;3156,71;3517,34;3668,55;3814,08;3987,13;4119,68;4256,82;4354,40;4549,11;4770,94;5062,37;;
3201000;"Powiat białogardzki";1749,98;1791,92;1872,84;1930,55;2027,16;2194,67;2520,14;2595,81;2733,21;2939,20;3090,04;3185,19;3340,94;3394,74;3607,49;3756,70;;
3202000;"Powiat choszczeński";1728,19;1768,20;1874,45;1912,19;2027,08;2228,60;2447,98;2676,39;2811,79;2987,64;3151,12;3163,56;3305,47;3397,02;3514,69;3775,03;;
3203000;"Powiat drawski";1773,67;1802,40;1936,31;1990,13;1949,77;2158,84;2416,31;2477,64;2589,60;2719,38;2827,94;2909,17;2999,87;3068,19;3197,08;3402,35;;
3204000;"Powiat goleniowski";1946,85;1963,13;2030,30;2107,42;2220,20;2450,32;2690,22;2868,19;3029,67;3151,40;3265,66;3411,12;3511,95;3681,15;3872,80;4220,58;;
3205000;"Powiat gryficki";1830,51;1811,15;1847,64;1905,94;1984,91;2203,07;2422,35;2522,96;2680,43;2731,19;2831,03;2935,53;3057,57;3184,98;3333,02;3500,89;;
3206000;"Powiat gryfiński";2334,93;2453,05;2551,88;2600,67;2690,10;2928,92;3199,74;3402,32;2918,12;3068,98;3222,07;3327,05;3399,34;3534,88;3682,14;3848,29;;
3207000;"Powiat kamieński";1848,97;1914,69;1940,03;1983,01;2068,45;2209,45;2409,50;2590,04;2757,00;2898,73;2968,40;3041,77;3123,30;3201,23;3329,25;3525,59;;
3208000;"Powiat kołobrzeski";1785,58;1887,39;1963,54;2056,36;2153,82;2336,90;2648,42;2743,18;2844,96;2952,43;3130,38;3199,39;3311,54;3391,16;3504,44;3751,26;;
3209000;"Powiat koszaliński";1823,84;1895,26;1962,48;2037,72;2114,31;2296,30;2503,35;2612,20;2766,65;2999,02;3118,05;3200,10;3310,28;3430,31;3558,15;3677,01;;
3210000;"Powiat myśliborski";1715,13;1796,42;1885,54;1998,57;2017,82;2206,57;2453,22;2565,77;2680,21;2943,01;3143,15;3315,48;3344,71;3382,88;3543,66;3810,17;;
3211000;"Powiat policki";2442,90;2568,27;2652,86;2814,30;2913,87;3035,02;3463,16;3439,16;3568,57;3721,07;3921,50;4006,56;4139,86;4309,12;4506,56;4624,12;;
3212000;"Powiat pyrzycki";1834,18;1894,85;1915,58;1918,41;2013,60;2112,50;2377,42;2609,36;2649,26;2735,56;2768,91;2964,75;3091,46;3189,06;3429,38;3612,65;;
3213000;"Powiat sławieński";1700,50;1736,90;1759,59;1773,70;1856,78;2124,21;2401,03;2521,60;2630,46;2796,72;2905,46;2958,67;3057,18;3120,70;3252,37;3472,79;;
3214000;"Powiat stargardzki";1862,91;1933,49;2013,39;2056,89;2130,66;2322,96;2565,94;2790,80;2866,72;3110,83;3171,47;3274,44;3328,64;3523,62;3609,29;3817,60;;
3215000;"Powiat szczecinecki";2026,02;2033,58;2166,43;2187,41;2343,44;2569,09;2628,48;2764,65;2894,86;3105,57;3244,82;3355,74;3514,38;3574,91;3705,74;3880,91;;
3216000;"Powiat świdwiński";1610,46;1658,81;1767,64;1886,16;1922,03;2075,56;2263,03;2415,92;2482,27;2772,14;2892,61;2916,21;3033,78;3162,58;3223,10;3470,74;;
3217000;"Powiat wałecki";1711,76;1815,76;1945,07;2017,06;2131,65;2383,47;2538,35;2678,58;2827,15;2978,86;3093,47;3228,77;3336,50;3447,21;3557,62;3761,59;;
3218000;"Powiat łobeski";1697,40;1733,44;1822,83;1933,33;1992,79;2124,98;2358,34;2500,41;2642,12;2841,15;3082,29;3122,22;3289,68;3419,11;3594,16;3662,40;;
3261000;"Powiat m.Koszalin";2078,06;2103,25;2169,24;2219,75;2352,94;2534,90;2774,00;2931,88;3070,78;3181,23;3323,31;3492,03;3568,03;3644,39;3820,63;3999,59;;
3262000;"Powiat m.Szczecin";2282,01;2365,24;2476,19;2630,23;2734,68;2975,73;3290,65;3472,49;3586,82;3761,89;3881,46;4029,51;4176,65;4381,58;4539,15;4732,93;;
3263000;"Powiat m.Świnoujście";2005,51;2241,77;2281,32;2319,39;2472,34;2666,05;2936,78;3087,66;3261,27;3598,11;3729,48;3903,93;4127,79;4344,85;4306,81;4536,08;;
