"Kod";"Nazwa";"ogółem;2002;[zł]";"ogółem;2003;[zł]";"ogółem;2004;[zł]";"ogółem;2005;[zł]";"ogółem;2006;[zł]";"ogółem;2007;[zł]";"ogółem;2008;[zł]";"ogółem;2009;[zł]";"ogółem;2010;[zł]";"ogółem;2011;[zł]";"ogółem;2012;[zł]";"ogółem;2013;[zł]";"ogółem;2014;[zł]";"ogółem;2015;[zł]";"ogółem;2016;[zł]";"ogółem;2017;[zł]";"ogółem;2018;[zł]";
1214000;"Powiat proszowicki";1743,05;1818,66;1839,86;2010,69;2057,19;2261,29;2532,91;2716,13;2780,44;2895,82;2916,22;3021,40;3180,67;3313,87;3406,45;3675,73;;
1215000;"Powiat suski";1762,06;1875,44;1911,30;1978,23;2087,57;2303,09;2539,85;2638,68;2721,06;2898,65;3034,96;3076,24;3174,31;3323,95;3406,33;3675,07;;
1216000;"Powiat tarnowski";1573,07;1685,32;1747,35;1801,40;1923,71;2113,48;2293,93;2471,42;2592,92;2708,52;2760,17;2827,56;2948,00;3049,76;3155,92;3308,87;;
1217000;"Powiat tatrzański";1765,52;1882,78;1976,93;2012,72;2149,16;2345,74;2543,73;2740,25;2801,91;3025,93;3165,78;3276,19;3401,20;3520,09;3687,87;3916,60;;
1218000;"Powiat wadowicki";1702,23;1782,37;1847,26;1876,01;1958,66;2169,52;2367,24;2494,01;2573,21;2702,67;2772,44;2926,30;3004,74;3115,83;3281,91;3495,69;;
1219000;"Powiat wielicki";2070,61;2117,20;2106,81;2158,94;2277,27;2411,92;2667,89;2824,28;2987,94;3205,82;3334,14;3479,18;3661,08;3812,11;3942,56;4164,18;;
1261000;"Powiat m.Kraków";2300,64;2324,15;2463,26;2579,09;2753,21;2995,18;3259,63;3423,56;3543,43;3722,48;3877,57;3997,80;4152,52;4431,17;4635,26;4966,20;;
1262000;"Powiat m.Nowy Sącz";1937,46;2018,85;2036,90;2112,57;2141,73;2373,22;2603,28;2726,15;2825,56;2925,11;2985,71;3098,19;3193,43;3302,29;3416,14;3578,27;;
1263000;"Powiat m.Tarnów";1842,41;1949,74;2024,06;2071,29;2201,24;2429,25;2690,79;2872,21;3015,78;3226,32;3349,31;3448,15;3513,75;3668,76;3791,71;3947,37;;
1401000;"Powiat białobrzeski";1808,58;1903,05;1990,54;2065,80;2154,92;2428,98;2565,06;2818,81;3001,33;3179,16;3355,88;3384,33;3612,78;3501,61;3461,85;3796,54;;
1402000;"Powiat ciechanowski";2003,01;2011,22;2064,98;2206,68;2325,24;2519,76;2832,91;2994,66;3130,28;3266,07;3385,81;3460,07;3564,73;3702,17;3840,19;4093,02;;
1403000;"Powiat garwoliński";1853,93;1911,12;2067,32;2110,43;2187,36;2321,22;2642,98;2838,35;3052,01;3163,48;3277,05;3406,49;3606,76;3671,07;3776,65;3893,41;;
1404000;"Powiat gostyniński";1675,57;1759,23;1778,95;1848,71;1936,88;2178,12;2606,63;2630,32;2710,26;2861,89;2925,45;3073,49;3164,95;3270,47;3394,93;3652,70;;
1405000;"Powiat grodziski";2533,65;2556,14;2684,00;2673,09;2851,16;3089,50;3420,75;3371,74;3495,98;3685,77;3854,84;3997,34;4135,31;4211,62;4352,30;4682,77;;
1406000;"Powiat grójecki";2280,93;2349,23;2346,91;2349,83;2477,90;2691,25;3044,41;3149,80;3152,85;3490,82;3589,76;3646,41;3845,30;3913,66;4133,21;4340,66;;
1407000;"Powiat kozienicki";2609,25;2602,19;2728,18;2722,64;2767,72;2984,35;3365,76;3580,52;3818,70;4067,12;4239,66;4445,71;4635,34;4698,55;4930,22;5164,02;;
1408000;"Powiat legionowski";2227,50;2337,88;2365,40;2499,14;2569,84;2792,74;3084,62;3240,22;3269,07;3535,55;3600,74;3689,53;3748,86;3889,27;3975,24;4166,59;;
1409000;"Powiat lipski";1701,07;1720,03;1765,33;1925,82;2027,40;2272,26;2456,24;2611,10;2742,24;3059,71;3098,37;3228,39;3372,09;3476,69;3567,68;3720,86;;
1410000;"Powiat łosicki";1792,75;1836,42;1964,15;2008,38;2094,12;2223,68;2486,81;2646,05;2797,16;2942,59;3025,24;3058,17;3280,27;3373,06;3369,26;3638,32;;
1411000;"Powiat makowski";1795,02;1828,99;1866,24;1855,61;1988,16;2136,62;2312,54;2563,58;2718,94;3208,26;3010,45;3064,46;3169,38;3217,27;3359,63;3593,25;;
1412000;"Powiat miński";1945,63;1999,59;2050,35;2116,68;2191,73;2397,04;2681,91;2780,46;2895,49;3100,22;3136,52;3238,87;3400,41;3533,17;3600,49;3858,75;;
1413000;"Powiat mławski";1641,24;1688,44;1770,40;1929,75;1871,19;2033,79;2313,26;2450,21;2410,05;2663,08;2670,07;2824,25;2929,91;3158,83;3262,68;3472,99;;
1414000;"Powiat nowodworski";2240,62;2443,13;2562,04;2749,80;2906,79;3257,38;3294,60;3608,15;3812,50;4043,25;4145,35;4283,89;4560,17;4714,08;4790,57;5042,02;;
1415000;"Powiat ostrołęcki";1916,60;2009,43;2091,84;2127,33;2316,68;2593,71;2798,44;2823,73;2934,19;3114,20;3213,82;3248,62;3414,19;3556,24;3584,42;3800,68;;
1416000;"Powiat ostrowski";1771,03;1870,92;1995,49;2009,11;2129,62;2280,67;2504,57;2721,24;2830,95;3088,60;3174,79;3340,13;3395,05;3398,20;3562,19;3870,99;;
1417000;"Powiat otwocki";2012,74;2089,94;2099,50;2207,13;2341,80;2607,05;2944,27;3124,30;3279,18;3412,78;3490,03;3629,76;3718,35;3853,17;3952,57;4159,58;;
1418000;"Powiat piaseczyński";2503,34;2676,03;2583,65;2749,00;2811,32;3032,71;3263,55;3457,81;3531,79;3673,60;3810,36;3892,64;4118,49;4030,78;4149,91;4102,07;;
1419000;"Powiat płocki";1780,09;1893,98;1960,34;2046,38;2185,48;2368,58;2583,43;2725,27;2847,74;3035,58;3223,08;3212,67;3351,79;3449,24;3509,53;3506,28;;
1420000;"Powiat płoński";1952,97;1947,06;2048,35;2130,09;2207,56;2355,98;2684,48;2897,99;2998,43;3148,95;3261,65;3370,85;3499,91;3555,74;3696,36;3866,14;;
1421000;"Powiat pruszkowski";2661,56;2822,79;2921,34;3062,96;3288,65;3490,12;3774,56;3883,50;4272,59;4479,38;4402,16;4726,11;4773,19;5064,05;5153,53;5405,38;;
1422000;"Powiat przasnyski";1847,04;1902,77;1990,59;2051,37;2164,33;2311,81;2632,16;2756,12;2914,19;3077,41;3203,61;3246,87;3357,77;3485,56;3574,27;3752,91;;
1423000;"Powiat przysuski";1756,41;1862,02;1927,29;1962,75;2014,46;2197,10;2450,46;2590,71;2815,47;2971,37;3062,87;3142,24;3330,24;3330,53;3423,77;3610,91;;
1424000;"Powiat pułtuski";1758,13;1821,24;1869,35;1995,95;2053,62;2201,92;2438,23;2679,49;2761,46;2956,09;3094,05;3113,27;3163,84;3165,95;3399,46;3609,92;;
1425000;"Powiat radomski";1635,89;1717,44;1716,71;1764,95;1836,62;2008,80;2344,76;2422,38;2573,70;2719,60;2857,68;2961,92;3062,57;3130,03;3276,95;3477,49;;
1426000;"Powiat siedlecki";1779,92;1825,13;1881,97;1909,65;1945,73;2140,61;2359,38;2481,86;2620,39;2818,47;3014,41;3059,64;3202,45;3253,13;3353,98;3522,32;;
1427000;"Powiat sierpecki";1992,31;1929,50;1928,86;2022,79;2002,15;2208,77;2388,30;2703,99;2812,38;2863,24;3043,46;3161,67;3184,66;3253,31;3393,19;3716,02;;
1428000;"Powiat sochaczewski";2404,97;2551,20;2517,50;2616,10;2554,17;2844,87;2948,57;3252,24;3268,24;3418,04;3740,62;3770,19;3943,02;4016,39;4171,83;4429,03;;
1429000;"Powiat sokołowski";1851,31;1888,11;1969,96;2030,77;2173,36;2389,28;2551,94;2620,86;2807,84;2865,03;2974,75;3034,42;3150,12;3568,59;3427,41;3684,06;;
1430000;"Powiat szydłowiecki";1763,78;1793,63;1804,77;1861,94;1950,84;2078,34;2263,65;2498,38;2628,52;2782,28;2949,78;2950,92;3081,57;3103,03;3329,68;3438,25;;
1432000;"Powiat warszawski zachodni";2474,61;2578,68;2680,76;2735,74;2867,88;3179,85;3518,31;3549,25;3678,15;3850,65;4050,54;4118,21;4335,48;4525,62;4800,81;5054,09;;
1433000;"Powiat węgrowski";1784,71;1861,61;1930,25;1978,28;2045,22;2181,80;2449,36;2634,86;2694,10;2874,11;2970,76;3075,59;3256,72;3273,22;3396,09;3570,38;;
1434000;"Powiat wołomiński";2056,69;2129,78;2174,33;2257,16;2325,52;2565,88;2862,74;2990,20;3135,47;3319,41;3447,14;3504,20;3583,98;3634,53;3851,80;4077,96;;
1435000;"Powiat wyszkowski";1753,81;1803,30;1877,08;2009,14;2097,27;2251,45;2452,25;2640,99;2782,91;2875,51;3119,46;3138,01;3481,56;3370,96;3512,07;3761,07;;
1436000;"Powiat zwoleński";1806,89;1849,52;1883,64;2007,27;2161,10;2233,61;2403,53;2758,72;2710,90;2915,84;3114,68;3204,57;3350,45;3365,55;3480,17;3733,31;;
1437000;"Powiat żuromiński";1632,54;1686,69;1765,07;1805,90;1882,02;2027,67;2263,09;2517,04;2660,82;2792,74;2923,14;3000,90;3073,81;3181,04;3232,13;3446,49;;
1438000;"Powiat żyrardowski";2097,62;2238,62;2322,69;2427,82;2545,42;2726,18;2967,38;3180,77;3300,90;3487,50;3541,83;3624,61;3924,18;4003,47;4025,65;4254,63;;
1461000;"Powiat m.Ostrołęka";2237,11;2270,10;2400,95;2485,73;2607,81;2868,54;3074,15;3288,00;3390,85;3638,36;3776,11;3912,91;4005,26;4108,75;4349,17;4481,69;;
1462000;"Powiat m.Płock";2742,56;2817,68;2906,90;3014,76;3181,39;3541,16;3816,45;3980,94;4133,50;4428,47;4618,20;4799,33;4926,26;5078,16;5238,34;5474,96;;
1463000;"Powiat m.Radom";2069,00;2145,07;2210,07;2269,30;2348,10;2556,68;2818,40;2998,88;3136,45;3258,68;3411,51;3523,34;3598,94;3743,89;3851,41;4123,36;;
1464000;"Powiat m.Siedlce";2111,64;2208,38;2271,58;2310,82;2442,82;2618,05;2864,61;3056,15;3190,80;3364,77;3470,66;3533,39;3647,76;3752,28;3965,66;4130,35;;
1465000;"Powiat m. st. Warszawa";3238,19;3368,71;3465,19;3613,44;3789,94;4099,73;4504,85;4603,26;4694,47;4936,36;5077,53;5226,05;5385,80;5591,46;5739,61;6059,04;;
1601000;"Powiat brzeski";1812,89;1842,78;2001,14;2020,56;2109,13;2444,73;2618,35;2687,60;2795,69;2962,78;3067,56;3198,10;3400,47;3546,88;3642,69;3858,63;;
1602000;"Powiat głubczycki";1786,49;1842,45;1915,69;1991,34;2148,49;2363,83;2592,27;2750,66;2878,02;3031,11;3111,54;3185,50;3299,08;3354,70;3495,36;3658,51;;
1603000;"Powiat kędzierzyńsko-kozielski";2140,54;2197,49;2326,20;2387,96;2636,85;2923,97;3290,81;3363,79;3518,97;3753,82;3793,84;4010,56;4241,22;4444,99;4627,08;4811,98;;
1604000;"Powiat kluczborski";1822,92;1860,65;1969,43;2022,05;2167,54;2373,00;2634,96;2730,08;2848,38;2994,99;3200,22;3236,92;3381,34;3529,72;3641,66;3939,54;;
1605000;"Powiat krapkowicki";2483,63;2587,59;2721,26;2790,61;2931,64;3186,01;3544,89;3602,56;3798,54;3597,89;3720,00;3881,81;4125,02;4183,01;4270,15;4462,89;;
1606000;"Powiat namysłowski";1912,57;1956,53;2062,95;2190,63;2180,72;2380,02;2548,88;2671,86;2833,22;2974,33;3152,42;3278,50;3446,82;3609,87;3724,71;3905,34;;
1607000;"Powiat nyski";1720,63;1783,79;1847,99;1938,81;2050,28;2257,82;2459,65;2612,02;2733,31;2846,85;3012,34;3117,30;3227,41;3337,24;3440,51;3631,95;;
1608000;"Powiat oleski";1846,33;1908,09;1979,46;2035,72;2159,31;2263,00;2511,31;2622,70;2731,82;2868,91;3013,57;3086,82;3178,31;3321,49;3407,23;3636,42;;
1609000;"Powiat opolski";2032,28;2079,75;2126,06;2191,24;2210,40;2430,34;2637,16;2681,01;2872,04;2785,98;2948,63;3022,58;3210,87;3376,90;3549,59;3653,33;;
1610000;"Powiat prudnicki";1712,22;1744,88;1856,02;1909,73;2032,48;2224,60;2448,47;2594,65;2730,02;2958,74;3052,97;3216,69;3265,40;3329,80;3464,23;3609,33;;
1611000;"Powiat strzelecki";1840,68;1943,82;2029,00;2104,69;2221,78;2401,25;2656,52;2839,95;2929,69;3079,75;3221,15;3292,79;3434,30;3575,74;3699,13;3965,93;;
1661000;"Powiat m.Opole";2276,22;2326,35;2411,36;2471,69;2595,37;2876,99;3193,94;3352,46;3541,80;3714,16;3771,22;3872,66;4009,85;4225,15;4378,37;4615,56;;
1801000;"Powiat bieszczadzki";1736,13;1772,54;1847,82;1935,38;2029,72;2305,75;2540,23;2622,01;2731,51;2945,50;3109,58;3237,17;3378,84;3448,24;3588,01;3726,11;;
1802000;"Powiat brzozowski";1651,43;1708,36;1807,55;1884,41;1971,16;2146,82;2398,77;2503,33;2639,74;2802,56;2910,02;2964,62;3077,51;3162,84;3285,48;3476,04;;
1803000;"Powiat dębicki";1849,58;1941,53;2046,57;2104,23;2157,58;2318,93;2538,72;2620,42;2716,29;2867,63;3019,26;3165,79;3290,06;3401,58;3525,09;3746,14;;
1804000;"Powiat jarosławski";1774,22;1855,62;1895,20;2019,56;2156,50;2336,92;2532,07;2707,32;2819,04;2971,94;3141,89;3328,63;3438,32;3546,57;3711,73;3728,42;;
1805000;"Powiat jasielski";1796,53;1881,71;1953,19;2015,94;2102,07;2302,79;2526,69;2668,98;2785,99;2962,03;2999,90;3038,82;3138,20;3262,91;3365,86;3569,68;;
1806000;"Powiat kolbuszowski";1742,39;1772,30;1829,12;1900,33;1987,62;2161,39;2340,99;2453,69;2522,72;2623,83;2745,76;2929,58;3038,55;3112,52;3309,67;3423,86;;
1807000;"Powiat krośnieński";1802,43;1794,75;1838,91;1853,29;1940,57;2119,06;2297,06;2363,87;2501,90;2677,64;2800,23;2887,05;2958,89;3021,31;3121,37;3251,14;;
1808000;"Powiat leżajski";1931,82;2045,77;2025,61;2060,05;2177,11;2360,16;2583,32;2739,81;2901,37;3034,18;3104,99;3146,29;3225,11;3302,16;3400,62;3606,75;;
1809000;"Powiat lubaczowski";1709,40;1783,36;1897,86;1865,88;1969,42;2139,09;2301,49;2372,11;2539,38;2753,01;2889,91;2951,96;3058,68;3168,23;3248,35;3383,62;;
1810000;"Powiat łańcucki";1688,74;1789,23;1792,52;1852,10;1908,26;2104,04;2270,63;2360,50;2514,28;2705,71;2818,62;2890,03;3008,61;3115,76;3236,11;3414,92;;
1811000;"Powiat mielecki";1850,06;1944,29;2078,11;2089,18;2230,13;2414,94;2603,51;2742,50;2902,92;3066,66;3187,11;3329,68;3485,31;3532,30;3699,88;4000,48;;
1812000;"Powiat niżański";1613,55;1677,53;1764,88;1789,27;1926,57;2124,52;2311,63;2426,38;2532,52;2664,35;2798,39;2890,57;2978,46;3017,94;3097,08;3248,21;;
1813000;"Powiat przemyski";1659,36;1750,00;1815,79;1915,04;2003,47;2164,44;2450,61;2523,89;2670,63;2846,23;2977,42;3036,69;3135,55;3195,46;3297,50;3447,08;;
1814000;"Powiat przeworski";1812,22;1860,14;1956,22;1998,32;2008,13;2247,82;2491,63;2496,09;2636,31;2787,16;2859,57;2931,78;2977,07;3130,09;3195,80;3336,59;;
1815000;"Powiat ropczycko-sędziszowski";1811,48;1856,52;1915,39;2002,16;2069,70;2212,29;2422,51;2551,53;2757,27;2895,86;3036,58;3138,68;3236,75;3365,62;3472,89;3675,99;;
1816000;"Powiat rzeszowski";1688,71;1758,13;1818,78;1908,72;1956,73;2127,20;2340,74;2507,46;2678,29;2834,47;2937,37;3070,98;3200,41;3333,91;3520,65;3693,03;;
1817000;"Powiat sanocki";1809,52;1914,67;1961,82;1982,89;2085,62;2232,15;2417,47;2550,71;2677,55;2819,31;2918,66;3078,45;3153,53;3251,52;3389,95;3626,55;;
1818000;"Powiat stalowowolski";1947,06;2009,03;2051,05;2101,73;2264,72;2546,18;2811,39;2844,09;2961,71;3104,36;3260,12;3360,58;3513,55;3651,26;3809,71;4049,03;;
1819000;"Powiat strzyżowski";1641,26;1715,32;1777,59;1800,26;1883,32;2050,88;2254,75;2470,21;2578,65;2617,44;2707,08;2786,37;2891,28;2990,08;3088,30;3209,49;;
1820000;"Powiat tarnobrzeski";1929,52;2071,41;2195,94;2212,00;2346,81;2531,58;2647,13;2745,66;2900,30;3004,39;3176,95;3326,40;3496,49;3531,20;3636,86;3879,26;;
1821000;"Powiat leski";1868,64;1993,50;2044,95;2125,58;2245,66;2463,03;2622,66;2779,21;2872,05;2992,87;3119,93;3283,39;3361,02;3504,61;3712,64;3945,70;;
1861000;"Powiat m.Krosno";1826,48;1869,83;1886,53;1904,52;1968,73;2136,54;2300,35;2494,56;2552,74;2656,48;2783,69;2980,59;3099,79;3266,12;3438,78;3608,07;;
1862000;"Powiat m.Przemyśl";1882,89;1953,04;2008,61;2060,24;2132,73;2315,22;2587,68;2778,98;2913,67;3141,56;3234,16;3325,50;3407,88;3501,18;3628,24;3633,05;;
1863000;"Powiat m.Rzeszów";2102,03;2199,08;2292,86;2416,75;2522,57;2734,81;3107,71;3258,06;3428,12;3532,66;3702,54;3859,86;4087,48;4231,81;4319,48;4510,48;;
1864000;"Powiat m.Tarnobrzeg";1860,38;1883,44;1923,02;1987,12;2065,43;2225,23;2413,12;2562,71;2684,26;2930,04;3058,41;3200,51;3195,25;3284,02;3395,51;3610,23;;
2001000;"Powiat augustowski";2349,22;2384,89;2531,24;2693,94;2828,33;2971,97;3213,15;2989,71;3175,28;3421,22;3444,77;3577,16;3667,63;3761,95;3816,77;4024,64;;
2002000;"Powiat białostocki";1708,40;1793,97;1833,86;1923,23;2021,77;2263,87;2464,15;2570,03;2713,82;2860,23;3009,46;3098,95;3227,35;3338,72;3443,05;3614,69;;
2003000;"Powiat bielski";1785,87;1929,59;2005,19;2106,20;2276,78;2497,02;2769,76;2860,69;3202,72;3501,66;3777,64;3988,22;3938,92;3924,61;4272,54;4659,62;;
2004000;"Powiat grajewski";2079,11;2097,71;2206,24;2330,75;2594,84;2735,49;2930,68;2946,69;3175,63;3476,19;3639,09;3781,24;3958,15;3984,35;4017,84;4329,42;;
2005000;"Powiat hajnowski";1689,69;1729,53;1810,80;1875,20;2018,18;2386,72;2696,11;2644,90;2863,80;3130,49;3221,78;3317,56;3538,52;3715,52;3783,18;4149,69;;
2006000;"Powiat kolneński";1742,78;1800,83;1903,10;1989,20;2107,87;2272,53;2476,45;2611,20;2785,85;3025,50;3123,59;3208,86;3314,55;3393,65;3536,15;3683,54;;
2007000;"Powiat łomżyński";1881,91;1948,03;1989,40;2136,54;2247,81;2424,03;2728,53;2861,24;3112,25;3174,65;3354,22;3409,11;3525,59;3708,32;3837,54;4066,19;;
2008000;"Powiat moniecki";1784,58;1867,45;1956,54;2023,28;2119,69;2273,63;2533,05;2730,51;2842,09;3056,78;3167,47;3272,87;3358,70;3364,02;3483,37;3651,65;;
2009000;"Powiat sejneński";1778,57;1822,33;1889,23;2007,29;2071,63;2279,12;2507,14;2634,04;2919,77;3182,20;3329,20;3380,72;3425,25;3564,40;3686,01;3825,14;;
2010000;"Powiat siemiatycki";1778,46;1844,16;1912,02;1984,16;2029,63;2189,26;2402,98;2536,47;2670,09;2765,25;2948,59;3016,98;3157,37;3220,48;3345,77;3581,00;;
2011000;"Powiat sokólski";1769,61;1820,51;1898,66;2015,59;2039,07;2270,82;2533,93;2698,52;2812,52;3013,21;3225,89;3204,46;3339,03;3408,27;3499,04;3662,06;;
2012000;"Powiat suwalski";1771,43;1863,45;1974,64;1992,83;2075,11;2190,91;2395,74;2534,52;2613,35;2695,75;2943,05;2975,50;3114,10;3120,95;3173,63;3556,25;;
2013000;"Powiat wysokomazowiecki";1806,90;1893,71;1949,15;2015,32;2183,21;2389,50;2523,77;2690,76;2848,13;2988,31;3165,68;3373,05;3421,03;3552,72;3735,63;4225,48;;
2014000;"Powiat zambrowski";1742,30;1782,51;1840,20;1904,32;2033,01;2314,51;2455,89;2530,50;2759,38;2965,28;3019,12;3194,29;3380,00;3473,68;3660,67;3933,11;;
2061000;"Powiat m.Białystok";2087,45;2201,82;2281,63;2365,00;2478,96;2715,96;2994,05;3144,60;3241,41;3360,36;3493,98;3627,02;3706,73;3844,68;3967,71;4164,59;;
2062000;"Powiat m.Łomża";1895,81;1899,75;1944,97;2037,41;2164,31;2317,15;2608,55;2689,24;2782,23;2911,43;2972,85;3120,07;3207,62;3338,23;3444,02;3665,03;;
2063000;"Powiat m.Suwałki";1908,06;1929,57;1977,27;2016,47;2067,27;2297,74;2584,35;2710,68;2811,62;2950,60;3029,62;3125,48;3260,75;3435,66;3493,66;3716,08;;
2201000;"Powiat bytowski";1699,35;1804,97;1879,21;2003,67;2098,96;2277,73;2537,65;2659,26;2766,41;2947,50;3086,80;3133,22;3310,31;3447,30;3602,02;3817,07;;
2202000;"Powiat chojnicki";1689,15;1734,98;1790,87;1881,88;1964,99;2124,02;2350,96;2458,88;2557,33;2689,90;2804,08;2941,87;3043,10;3133,05;3275,78;3479,72;;
2203000;"Powiat człuchowski";1749,69;1820,32;1938,97;2021,10;2057,52;2274,37;2552,55;2624,95;2785,13;2902,91;3055,87;3170,99;3267,55;3384,44;3480,17;3697,11;;
2204000;"Powiat gdański";1916,30;1966,31;2113,87;2143,99;2401,19;2612,77;2835,59;2969,61;3090,49;3182,04;3295,86;3408,99;3646,31;3806,02;3950,76;4191,00;;
2205000;"Powiat kartuski";1752,12;1860,29;1929,29;1972,88;2093,78;2295,23;2520,96;2749,16;2765,79;2887,04;2973,37;3110,80;3217,20;3275,79;3477,69;3717,51;;
2206000;"Powiat kościerski";1810,53;1842,89;1898,50;1941,55;1973,62;2158,48;2384,91;2514,05;2628,62;2721,25;2832,98;2919,89;3004,92;3117,95;3285,04;3433,93;;
2207000;"Powiat kwidzyński";2223,92;2458,31;2344,97;2413,15;2512,04;2611,08;2820,67;2983,83;3030,53;3243,13;3421,10;3524,89;3675,82;3771,88;3890,63;4097,28;;
2208000;"Powiat lęborski";1779,60;1868,40;1982,02;2079,09;2167,27;2390,56;2658,12;2786,53;2847,29;2947,96;3146,36;3292,33;3459,86;3554,76;3705,38;3918,71;;
2209000;"Powiat malborski";1895,74;1947,67;2007,41;2044,03;2150,54;2318,06;2657,47;2751,39;2825,70;2963,76;3127,32;3387,60;3375,47;3408,03;3496,46;3694,08;;
2210000;"Powiat nowodworski";1782,70;1845,08;1949,89;1995,38;2072,03;2238,76;2489,29;2712,39;2751,87;2972,49;3114,10;3209,61;3350,00;3422,12;3563,66;3846,11;;
2211000;"Powiat pucki";1889,24;1905,49;1956,29;2052,23;2165,88;2403,82;2628,47;2735,02;2872,86;3002,77;3144,54;3361,03;3505,43;3584,09;3779,75;3942,25;;
2212000;"Powiat słupski";1662,73;1756,63;1850,41;1954,55;2026,43;2208,96;2410,06;2593,99;2783,14;2911,32;3016,33;3128,75;3409,29;3497,25;3642,86;3870,93;;
2213000;"Powiat starogardzki";2013,14;2153,38;2209,43;2313,11;2442,48;2595,63;2727,06;2856,49;2934,77;3058,97;3245,52;3388,99;3443,68;3560,38;3643,85;4026,19;;
2214000;"Powiat tczewski";1983,91;2055,31;2204,43;2317,41;2435,18;2593,90;2772,58;2965,20;3061,62;3286,26;3412,17;3626,76;3766,37;3821,28;3960,08;4242,41;;
2215000;"Powiat wejherowski";1859,51;1963,40;2004,85;2051,05;2200,05;2492,52;2726,86;2829,33;2900,50;3029,92;3091,32;3194,41;3302,51;3441,57;3554,31;3763,49;;
2216000;"Powiat sztumski";1676,72;1760,62;1914,78;1993,51;2054,99;2222,23;2430,42;2598,73;2600,15;2749,43;3017,10;3261,74;3461,78;3455,74;3512,00;3709,56;;
2261000;"Powiat m.Gdańsk";2491,47;2611,00;2767,68;3017,45;3177,70;3473,08;3847,90;4053,17;4108,37;4327,35;4411,71;4562,66;4814,14;4992,14;5118,59;5312,48;;
2262000;"Powiat m.Gdynia";2423,41;2418,93;2658,04;2741,05;2914,02;3198,33;3493,85;3583,90;3662,62;3938,74;4067,07;4298,33;4457,62;4566,82;4798,54;5045,45;;
2263000;"Powiat m.Słupsk";1977,03;2026,79;2100,44;2111,10;2231,21;2399,33;2667,51;2897,25;2990,58;3083,98;3234,17;3330,92;3384,58;3478,22;3620,36;3840,62;;
2264000;"Powiat m.Sopot";2496,10;2593,94;2727,49;2824,33;3068,44;3286,43;3721,15;3901,72;3941,65;3985,66;4375,89;4500,07;4646,29;4836,93;5104,38;5313,49;;
2401000;"Powiat będziński";1970,80;2076,70;2111,27;2102,80;2239,04;2370,56;2579,39;2733,77;2883,64;3019,92;3063,96;3228,89;3281,19;3451,24;3586,29;3822,99;;
2402000;"Powiat bielski";1882,08;1920,52;1986,51;2020,92;2121,26;2361,77;2559,42;2676,82;2887,19;3054,10;3264,41;3342,60;3453,12;3613,20;3739,69;3999,45;;
2403000;"Powiat cieszyński";1863,71;1945,41;1948,73;2027,97;2140,17;2386,58;2580,80;2709,33;2841,19;2987,68;3096,49;3177,66;3293,73;3455,64;3565,79;3773,12;;
2404000;"Powiat częstochowski";1645,75;1685,77;1758,43;1816,10;1908,38;2085,68;2396,11;2551,29;2658,51;2796,73;2865,95;2939,83;3097,47;3209,23;3372,48;3640,22;;
2405000;"Powiat gliwicki";1854,22;1911,25;1985,96;2090,86;2215,02;2369,81;2662,55;2736,10;2779,09;2876,99;3063,80;3151,80;3249,88;3420,49;3564,05;3812,53;;
2406000;"Powiat kłobucki";1559,79;1579,20;1607,98;1656,06;1731,93;1882,12;2083,52;2257,05;2411,78;2559,06;2661,08;2793,04;2871,64;2978,56;3070,12;3275,42;;
2407000;"Powiat lubliniecki";1804,28;1873,40;1905,92;2010,40;2097,97;2320,22;2616,07;2686,35;2845,11;2973,77;3119,98;3175,83;3304,27;3411,51;3558,10;3729,86;;
2408000;"Powiat mikołowski";2158,84;2258,65;2344,44;2373,42;2447,17;2656,88;2656,42;2724,55;2896,18;3111,51;3198,68;3333,56;3431,97;3657,03;3753,81;3899,02;;
2409000;"Powiat myszkowski";1587,13;1638,48;1719,02;1770,30;1906,33;2110,45;2339,09;2526,71;2642,76;2839,79;2958,11;3076,94;3171,04;3331,77;3454,79;3730,50;;
2410000;"Powiat pszczyński";1848,17;1887,53;1963,69;2028,84;2183,36;2389,21;2657,86;2719,86;2817,82;2892,32;3056,79;3148,91;3254,73;3372,27;3465,69;3588,61;;
2411000;"Powiat raciborski";1819,99;1975,88;2105,27;2155,92;2264,95;2498,57;2829,47;2917,17;3016,16;3192,56;3344,49;3422,60;3579,20;3735,23;3864,61;4143,91;;
2412000;"Powiat rybnicki";1976,41;2017,91;2110,54;2149,86;2198,94;2359,47;2533,82;2779,46;2864,91;3109,11;3217,20;3345,95;3508,61;3624,92;3685,58;4130,78;;
2413000;"Powiat tarnogórski";1816,78;1911,00;2014,11;2101,68;2223,69;2431,76;2600,33;2766,01;2860,67;3056,53;3124,35;3194,01;3307,26;3569,46;3745,06;3969,09;;
2414000;"Powiat bieruńsko-lędziński";1909,20;1969,95;2063,82;2120,79;2196,05;2427,10;2687,30;2865,18;3067,58;3266,00;3375,35;3463,60;3621,81;3657,77;3791,25;3987,44;;
2415000;"Powiat wodzisławski";1688,32;1741,56;1811,68;1899,20;1974,66;2127,50;2346,50;2495,21;2603,44;2724,60;2904,69;3000,56;3139,42;3211,61;3261,93;3448,06;;
2416000;"Powiat zawierciański";1859,17;1929,28;2064,96;2109,64;2282,45;2494,65;2732,55;2888,32;2999,84;3210,05;3247,65;3301,47;3507,52;3681,04;3840,22;4023,65;;
