"Kod";"Nazwa";"ogółem;2008;[zł]";"ogółem;2009;[zł]";"ogółem;2010;[zł]";"ogółem;2011;[zł]";"ogółem;2012;[zł]";"ogółem;2013;[zł]";"ogółem;2014;[zł]";"ogółem;2015;[zł]";"ogółem;2016;[zł]";"ogółem;2017;[zł]";"ogółem;2018;[zł]";
1608000;"Powiat oleski";2511,31;2622,70;2731,82;2868,91;3013,57;3086,82;3178,31;3321,49;3407,23;3636,42;;
1609000;"Powiat opolski";2637,16;2681,01;2872,04;2785,98;2948,63;3022,58;3210,87;3376,90;3549,59;3653,33;;
1610000;"Powiat prudnicki";2448,47;2594,65;2730,02;2958,74;3052,97;3216,69;3265,40;3329,80;3464,23;3609,33;;
1611000;"Powiat strzelecki";2656,52;2839,95;2929,69;3079,75;3221,15;3292,79;3434,30;3575,74;3699,13;3965,93;;
1661000;"Powiat m.Opole";3193,94;3352,46;3541,80;3714,16;3771,22;3872,66;4009,85;4225,15;4378,37;4615,56;;
1800000;"PODKARPACKIE";2614,12;2740,89;2877,43;3023,21;3152,36;3282,69;3412,30;3527,62;3653,67;3837,17;;
1801000;"Powiat bieszczadzki";2540,23;2622,01;2731,51;2945,50;3109,58;3237,17;3378,84;3448,24;3588,01;3726,11;;
1802000;"Powiat brzozowski";2398,77;2503,33;2639,74;2802,56;2910,02;2964,62;3077,51;3162,84;3285,48;3476,04;;
1803000;"Powiat dębicki";2538,72;2620,42;2716,29;2867,63;3019,26;3165,79;3290,06;3401,58;3525,09;3746,14;;
1804000;"Powiat jarosławski";2532,07;2707,32;2819,04;2971,94;3141,89;3328,63;3438,32;3546,57;3711,73;3728,42;;
1805000;"Powiat jasielski";2526,69;2668,98;2785,99;2962,03;2999,90;3038,82;3138,20;3262,91;3365,86;3569,68;;
1806000;"Powiat kolbuszowski";2340,99;2453,69;2522,72;2623,83;2745,76;2929,58;3038,55;3112,52;3309,67;3423,86;;
1807000;"Powiat krośnieński";2297,06;2363,87;2501,90;2677,64;2800,23;2887,05;2958,89;3021,31;3121,37;3251,14;;
1808000;"Powiat leżajski";2583,32;2739,81;2901,37;3034,18;3104,99;3146,29;3225,11;3302,16;3400,62;3606,75;;
1809000;"Powiat lubaczowski";2301,49;2372,11;2539,38;2753,01;2889,91;2951,96;3058,68;3168,23;3248,35;3383,62;;
1810000;"Powiat łańcucki";2270,63;2360,50;2514,28;2705,71;2818,62;2890,03;3008,61;3115,76;3236,11;3414,92;;
1811000;"Powiat mielecki";2603,51;2742,50;2902,92;3066,66;3187,11;3329,68;3485,31;3532,30;3699,88;4000,48;;
1812000;"Powiat niżański";2311,63;2426,38;2532,52;2664,35;2798,39;2890,57;2978,46;3017,94;3097,08;3248,21;;
1813000;"Powiat przemyski";2450,61;2523,89;2670,63;2846,23;2977,42;3036,69;3135,55;3195,46;3297,50;3447,08;;
1814000;"Powiat przeworski";2491,63;2496,09;2636,31;2787,16;2859,57;2931,78;2977,07;3130,09;3195,80;3336,59;;
1815000;"Powiat ropczycko-sędziszowski";2422,51;2551,53;2757,27;2895,86;3036,58;3138,68;3236,75;3365,62;3472,89;3675,99;;
1816000;"Powiat rzeszowski";2340,74;2507,46;2678,29;2834,47;2937,37;3070,98;3200,41;3333,91;3520,65;3693,03;;
1817000;"Powiat sanocki";2417,47;2550,71;2677,55;2819,31;2918,66;3078,45;3153,53;3251,52;3389,95;3626,55;;
1818000;"Powiat stalowowolski";2811,39;2844,09;2961,71;3104,36;3260,12;3360,58;3513,55;3651,26;3809,71;4049,03;;
1819000;"Powiat strzyżowski";2254,75;2470,21;2578,65;2617,44;2707,08;2786,37;2891,28;2990,08;3088,30;3209,49;;
1820000;"Powiat tarnobrzeski";2647,13;2745,66;2900,30;3004,39;3176,95;3326,40;3496,49;3531,20;3636,86;3879,26;;
1821000;"Powiat leski";2622,66;2779,21;2872,05;2992,87;3119,93;3283,39;3361,02;3504,61;3712,64;3945,70;;
1861000;"Powiat m.Krosno";2300,35;2494,56;2552,74;2656,48;2783,69;2980,59;3099,79;3266,12;3438,78;3608,07;;
1862000;"Powiat m.Przemyśl";2587,68;2778,98;2913,67;3141,56;3234,16;3325,50;3407,88;3501,18;3628,24;3633,05;;
1863000;"Powiat m.Rzeszów";3107,71;3258,06;3428,12;3532,66;3702,54;3859,86;4087,48;4231,81;4319,48;4510,48;;
1864000;"Powiat m.Tarnobrzeg";2413,12;2562,71;2684,26;2930,04;3058,41;3200,51;3195,25;3284,02;3395,51;3610,23;;
2000000;"PODLASKIE";2781,21;2884,68;3019,83;3178,15;3310,71;3432,71;3530,17;3647,08;3767,20;4005,94;;
2001000;"Powiat augustowski";3213,15;2989,71;3175,28;3421,22;3444,77;3577,16;3667,63;3761,95;3816,77;4024,64;;
2002000;"Powiat białostocki";2464,15;2570,03;2713,82;2860,23;3009,46;3098,95;3227,35;3338,72;3443,05;3614,69;;
2003000;"Powiat bielski";2769,76;2860,69;3202,72;3501,66;3777,64;3988,22;3938,92;3924,61;4272,54;4659,62;;
2004000;"Powiat grajewski";2930,68;2946,69;3175,63;3476,19;3639,09;3781,24;3958,15;3984,35;4017,84;4329,42;;
2005000;"Powiat hajnowski";2696,11;2644,90;2863,80;3130,49;3221,78;3317,56;3538,52;3715,52;3783,18;4149,69;;
2006000;"Powiat kolneński";2476,45;2611,20;2785,85;3025,50;3123,59;3208,86;3314,55;3393,65;3536,15;3683,54;;
2007000;"Powiat łomżyński";2728,53;2861,24;3112,25;3174,65;3354,22;3409,11;3525,59;3708,32;3837,54;4066,19;;
2008000;"Powiat moniecki";2533,05;2730,51;2842,09;3056,78;3167,47;3272,87;3358,70;3364,02;3483,37;3651,65;;
2009000;"Powiat sejneński";2507,14;2634,04;2919,77;3182,20;3329,20;3380,72;3425,25;3564,40;3686,01;3825,14;;
2010000;"Powiat siemiatycki";2402,98;2536,47;2670,09;2765,25;2948,59;3016,98;3157,37;3220,48;3345,77;3581,00;;
2011000;"Powiat sokólski";2533,93;2698,52;2812,52;3013,21;3225,89;3204,46;3339,03;3408,27;3499,04;3662,06;;
2012000;"Powiat suwalski";2395,74;2534,52;2613,35;2695,75;2943,05;2975,50;3114,10;3120,95;3173,63;3556,25;;
2013000;"Powiat wysokomazowiecki";2523,77;2690,76;2848,13;2988,31;3165,68;3373,05;3421,03;3552,72;3735,63;4225,48;;
2014000;"Powiat zambrowski";2455,89;2530,50;2759,38;2965,28;3019,12;3194,29;3380,00;3473,68;3660,67;3933,11;;
2061000;"Powiat m.Białystok";2994,05;3144,60;3241,41;3360,36;3493,98;3627,02;3706,73;3844,68;3967,71;4164,59;;
2062000;"Powiat m.Łomża";2608,55;2689,24;2782,23;2911,43;2972,85;3120,07;3207,62;3338,23;3444,02;3665,03;;
2063000;"Powiat m.Suwałki";2584,35;2710,68;2811,62;2950,60;3029,62;3125,48;3260,75;3435,66;3493,66;3716,08;;
2200000;"POMORSKIE";3167,70;3320,06;3383,58;3567,49;3696,89;3847,12;4011,59;4132,13;4274,73;4496,64;;
2201000;"Powiat bytowski";2537,65;2659,26;2766,41;2947,50;3086,80;3133,22;3310,31;3447,30;3602,02;3817,07;;
2202000;"Powiat chojnicki";2350,96;2458,88;2557,33;2689,90;2804,08;2941,87;3043,10;3133,05;3275,78;3479,72;;
2203000;"Powiat człuchowski";2552,55;2624,95;2785,13;2902,91;3055,87;3170,99;3267,55;3384,44;3480,17;3697,11;;
2204000;"Powiat gdański";2835,59;2969,61;3090,49;3182,04;3295,86;3408,99;3646,31;3806,02;3950,76;4191,00;;
2205000;"Powiat kartuski";2520,96;2749,16;2765,79;2887,04;2973,37;3110,80;3217,20;3275,79;3477,69;3717,51;;
2206000;"Powiat kościerski";2384,91;2514,05;2628,62;2721,25;2832,98;2919,89;3004,92;3117,95;3285,04;3433,93;;
2207000;"Powiat kwidzyński";2820,67;2983,83;3030,53;3243,13;3421,10;3524,89;3675,82;3771,88;3890,63;4097,28;;
2208000;"Powiat lęborski";2658,12;2786,53;2847,29;2947,96;3146,36;3292,33;3459,86;3554,76;3705,38;3918,71;;
2209000;"Powiat malborski";2657,47;2751,39;2825,70;2963,76;3127,32;3387,60;3375,47;3408,03;3496,46;3694,08;;
2210000;"Powiat nowodworski";2489,29;2712,39;2751,87;2972,49;3114,10;3209,61;3350,00;3422,12;3563,66;3846,11;;
2211000;"Powiat pucki";2628,47;2735,02;2872,86;3002,77;3144,54;3361,03;3505,43;3584,09;3779,75;3942,25;;
2212000;"Powiat słupski";2410,06;2593,99;2783,14;2911,32;3016,33;3128,75;3409,29;3497,25;3642,86;3870,93;;
2213000;"Powiat starogardzki";2727,06;2856,49;2934,77;3058,97;3245,52;3388,99;3443,68;3560,38;3643,85;4026,19;;
2214000;"Powiat tczewski";2772,58;2965,20;3061,62;3286,26;3412,17;3626,76;3766,37;3821,28;3960,08;4242,41;;
2215000;"Powiat wejherowski";2726,86;2829,33;2900,50;3029,92;3091,32;3194,41;3302,51;3441,57;3554,31;3763,49;;
2216000;"Powiat sztumski";2430,42;2598,73;2600,15;2749,43;3017,10;3261,74;3461,78;3455,74;3512,00;3709,56;;
2261000;"Powiat m.Gdańsk";3847,90;4053,17;4108,37;4327,35;4411,71;4562,66;4814,14;4992,14;5118,59;5312,48;;
2262000;"Powiat m.Gdynia";3493,85;3583,90;3662,62;3938,74;4067,07;4298,33;4457,62;4566,82;4798,54;5045,45;;
2263000;"Powiat m.Słupsk";2667,51;2897,25;2990,58;3083,98;3234,17;3330,92;3384,58;3478,22;3620,36;3840,62;;
2264000;"Powiat m.Sopot";3721,15;3901,72;3941,65;3985,66;4375,89;4500,07;4646,29;4836,93;5104,38;5313,49;;
2400000;"ŚLĄSKIE";3239,09;3405,18;3528,19;3794,62;3855,26;4022,80;4100,51;4221,45;4295,29;4481,57;;
2401000;"Powiat będziński";2579,39;2733,77;2883,64;3019,92;3063,96;3228,89;3281,19;3451,24;3586,29;3822,99;;
2402000;"Powiat bielski";2559,42;2676,82;2887,19;3054,10;3264,41;3342,60;3453,12;3613,20;3739,69;3999,45;;
2403000;"Powiat cieszyński";2580,80;2709,33;2841,19;2987,68;3096,49;3177,66;3293,73;3455,64;3565,79;3773,12;;
2404000;"Powiat częstochowski";2396,11;2551,29;2658,51;2796,73;2865,95;2939,83;3097,47;3209,23;3372,48;3640,22;;
2405000;"Powiat gliwicki";2662,55;2736,10;2779,09;2876,99;3063,80;3151,80;3249,88;3420,49;3564,05;3812,53;;
2406000;"Powiat kłobucki";2083,52;2257,05;2411,78;2559,06;2661,08;2793,04;2871,64;2978,56;3070,12;3275,42;;
2407000;"Powiat lubliniecki";2616,07;2686,35;2845,11;2973,77;3119,98;3175,83;3304,27;3411,51;3558,10;3729,86;;
2408000;"Powiat mikołowski";2656,42;2724,55;2896,18;3111,51;3198,68;3333,56;3431,97;3657,03;3753,81;3899,02;;
2409000;"Powiat myszkowski";2339,09;2526,71;2642,76;2839,79;2958,11;3076,94;3171,04;3331,77;3454,79;3730,50;;
2410000;"Powiat pszczyński";2657,86;2719,86;2817,82;2892,32;3056,79;3148,91;3254,73;3372,27;3465,69;3588,61;;
2411000;"Powiat raciborski";2829,47;2917,17;3016,16;3192,56;3344,49;3422,60;3579,20;3735,23;3864,61;4143,91;;
2412000;"Powiat rybnicki";2533,82;2779,46;2864,91;3109,11;3217,20;3345,95;3508,61;3624,92;3685,58;4130,78;;
2413000;"Powiat tarnogórski";2600,33;2766,01;2860,67;3056,53;3124,35;3194,01;3307,26;3569,46;3745,06;3969,09;;
2414000;"Powiat bieruńsko-lędziński";2687,30;2865,18;3067,58;3266,00;3375,35;3463,60;3621,81;3657,77;3791,25;3987,44;;
2415000;"Powiat wodzisławski";2346,50;2495,21;2603,44;2724,60;2904,69;3000,56;3139,42;3211,61;3261,93;3448,06;;
2416000;"Powiat zawierciański";2732,55;2888,32;2999,84;3210,05;3247,65;3301,47;3507,52;3681,04;3840,22;4023,65;;
2417000;"Powiat żywiecki";2955,88;3205,94;3393,47;3557,09;3712,48;3845,17;4067,79;4059,16;4100,84;4515,28;;
2461000;"Powiat m.Bielsko-Biała";3109,88;3263,60;3379,20;3498,80;3576,40;3781,12;3930,33;4071,65;4245,15;4446,37;;
2462000;"Powiat m.Bytom";2830,20;2918,55;3079,10;3266,64;3319,18;3464,46;3542,70;4050,32;4024,91;4054,04;;
2463000;"Powiat m.Chorzów";2837,42;2902,80;3042,37;3237,48;3384,99;3540,84;3638,84;3754,13;3904,00;4087,57;;
2464000;"Powiat m.Częstochowa";2745,37;2901,31;3011,70;3197,12;3308,53;3445,39;3526,81;3644,53;3743,93;3954,16;;
2465000;"Powiat m.Dąbrowa Górnicza";3386,12;3649,12;3792,57;4060,01;4255,34;4324,15;4445,38;4613,23;4802,04;5096,32;;
2466000;"Powiat m.Gliwice";3495,73;3654,92;3787,48;4020,23;4137,93;4329,27;4482,68;4726,43;4832,33;5117,17;;
2467000;"Powiat m.Jastrzębie-Zdrój";4822,06;4851,26;5213,89;6324,79;5974,57;6384,43;6536,76;6182,71;6131,62;6609,12;;
2468000;"Powiat m.Jaworzno";3608,26;3920,16;4046,73;4369,87;4226,59;4704,74;4714,66;5333,82;5314,60;5370,16;;
2469000;"Powiat m.Katowice";4150,44;4494,03;4563,66;5013,92;4966,80;5270,37;5199,41;5262,02;5274,86;5290,36;;
2470000;"Powiat m.Mysłowice";2684,48;2795,14;2960,71;3305,37;3461,96;3618,74;3704,34;3787,80;3872,43;4074,53;;
2471000;"Powiat m.Piekary Śląskie";2633,21;2728,81;2845,62;2969,61;3192,45;3329,31;3594,01;3958,91;4235,29;4619,75;;
2472000;"Powiat m.Ruda Śląska";2777,33;2889,28;2961,20;3179,15;3309,17;3395,43;3438,13;3577,97;3719,66;3906,09;;
2473000;"Powiat m.Rybnik";2967,36;3111,71;3226,18;3353,40;3459,52;3507,69;3607,45;3762,40;3884,81;4122,16;;
2474000;"Powiat m.Siemianowice Śląskie";2875,42;2960,73;3070,59;3234,32;3338,13;3471,73;3625,95;3700,78;3844,70;4116,13;;
2475000;"Powiat m.Sosnowiec";2880,92;2988,73;3112,78;3236,16;3372,99;3480,50;3624,37;3706,45;3770,76;4139,10;;
2476000;"Powiat m.Świętochłowice";2509,03;2628,03;2672,57;2755,39;2926,12;3022,76;3145,07;3260,66;3353,91;3595,13;;
2477000;"Powiat m.Tychy";3073,55;3127,98;3292,32;3443,06;3558,72;3691,88;3819,32;4011,32;4141,97;4437,20;;
2478000;"Powiat m.Zabrze";3095,19;3232,35;3371,44;3572,02;3672,55;3673,41;3835,40;3955,12;4029,87;4202,39;;
2479000;"Powiat m.Żory";2410,64;2573,77;2946,80;3079,04;3224,73;3391,95;3534,18;3613,55;3747,77;3890,07;;
2600000;"ŚWIĘTOKRZYSKIE";2745,39;2868,09;2971,58;3137,91;3250,94;3349,81;3435,93;3580,62;3669,57;3911,49;;
2601000;"Powiat buski";2496,87;2624,09;2700,95;2825,85;2902,83;3062,17;3158,01;3301,87;3400,24;3587,24;;
2602000;"Powiat jędrzejowski";2776,59;2917,98;3040,91;3361,44;3611,17;3629,28;3811,90;3900,83;3994,49;4177,28;;
2603000;"Powiat kazimierski";2278,58;2466,75;2638,63;2740,14;2876,72;3001,17;3055,63;3142,99;3240,31;3311,99;;
2604000;"Powiat kielecki";2462,98;2551,32;2709,04;2836,55;2914,39;3045,00;3095,16;3246,51;3289,77;3477,48;;
2605000;"Powiat konecki";2463,26;2619,11;2743,51;2916,44;3031,59;3157,76;3260,47;3355,31;3492,59;3585,89;;
2606000;"Powiat opatowski";2717,53;2542,34;2749,31;2869,20;3014,36;3085,06;3154,31;3255,65;3278,64;3456,29;;
2607000;"Powiat ostrowiecki";2558,17;2712,75;2827,82;2974,89;3084,28;3154,96;3225,91;3342,45;3423,02;3596,74;;
2608000;"Powiat pińczowski";2628,18;2818,62;2895,48;3002,74;3100,89;3130,97;3246,61;3349,30;3460,81;3673,89;;
2609000;"Powiat sandomierski";2977,50;3078,47;3221,56;3324,91;3397,35;3415,98;3526,06;3665,14;3753,75;3978,62;;
2610000;"Powiat skarżyski";2821,43;3035,02;2783,02;3001,61;3119,33;3280,83;3395,64;3448,29;3629,75;3859,44;;
2611000;"Powiat starachowicki";2402,85;2539,20;2671,49;2826,27;2963,95;3083,87;3199,99;3387,74;3444,11;4117,89;;
2612000;"Powiat staszowski";2952,63;3030,68;3138,70;3328,52;3490,75;3470,07;3589,54;3760,61;3939,91;4042,49;;
2613000;"Powiat włoszczowski";2641,17;2676,26;2913,74;3050,54;3259,56;3307,07;3382,92;3510,22;3591,87;3760,86;;
2661000;"Powiat m.Kielce";2953,74;3082,94;3200,80;3381,09;3467,85;3597,04;3669,64;3845,52;3920,24;4197,40;;
2800000;"WARMIŃSKO-MAZURSKIE";2615,33;2752,41;2879,97;3019,37;3150,27;3264,63;3386,96;3495,02;3619,16;3802,98;;
2801000;"Powiat bartoszycki";2357,78;2624,62;2725,29;2866,40;3044,14;3145,53;3269,83;3314,71;3449,70;3637,30;;
2802000;"Powiat braniewski";2433,31;2548,62;2699,43;2892,95;3038,26;3110,02;3208,18;3241,42;3352,72;3559,55;;
2803000;"Powiat działdowski";2443,94;2546,68;2661,38;2634,39;2871,83;2946,62;3045,94;3180,05;3302,85;3449,37;;
2804000;"Powiat elbląski";2361,36;2473,75;2554,99;2781,25;2917,00;3030,43;3113,02;3199,49;3323,73;3446,29;;
2805000;"Powiat ełcki";2416,99;2583,85;2721,79;2835,70;2960,87;3086,41;3164,08;3184,73;3286,44;3477,88;;
2806000;"Powiat giżycki";2421,67;2485,34;2649,21;2793,21;2938,61;3071,80;3273,35;3369,69;3446,45;3663,45;;
2807000;"Powiat iławski";2231,15;2338,60;2492,56;2639,03;2741,51;2955,21;3026,10;3172,70;3307,79;3455,52;;
2808000;"Powiat kętrzyński";2263,18;2423,01;2502,02;2719,97;2816,29;2920,07;3034,16;3165,43;3256,93;3467,16;;
2809000;"Powiat lidzbarski";2270,42;2467,93;2632,79;2804,79;2923,59;2969,52;3105,88;3248,95;3350,85;3445,72;;
2810000;"Powiat mrągowski";2510,13;2611,13;2823,87;2708,77;2839,59;2940,69;3037,05;3077,81;3193,85;3353,74;;
2811000;"Powiat nidzicki";2239,47;2427,52;2513,61;2683,94;2803,04;2876,70;2976,78;3079,14;3205,87;3334,80;;
2812000;"Powiat nowomiejski";2208,04;2308,70;2427,79;2599,04;2738,13;2819,36;2938,87;2878,10;3013,66;3221,93;;
2813000;"Powiat olecki";2458,59;2549,90;2599,13;2812,94;2924,79;3088,10;3251,89;3357,05;3430,34;3647,08;;
2814000;"Powiat olsztyński";2645,11;2761,13;2910,37;3105,47;3178,11;3259,80;3370,10;3559,63;3635,09;3781,68;;
2815000;"Powiat ostródzki";2380,30;2503,69;2633,74;2759,64;2950,32;3003,92;3122,59;3175,96;3392,59;3680,36;;
2816000;"Powiat piski";2594,04;2595,80;2726,06;2923,37;3039,30;3137,65;3271,93;3445,13;3561,61;3791,39;;
2817000;"Powiat szczycieński";2457,98;2628,35;2781,74;3045,34;3153,84;3242,04;3412,21;3482,48;3538,21;3699,06;;
2818000;"Powiat gołdapski";2209,67;2360,83;2515,32;2629,46;2699,45;2775,90;2956,47;3045,01;3149,86;3328,33;;
2819000;"Powiat węgorzewski";2284,39;2448,01;2575,77;2664,54;2781,46;2900,60;2983,79;3088,51;3160,33;3379,54;;
2861000;"Powiat m.Elbląg";2670,79;2837,38;2969,87;3168,80;3363,24;3488,01;3620,55;3687,80;3806,42;4044,35;;
2862000;"Powiat m.Olsztyn";3132,80;3322,72;3443,21;3546,91;3649,18;3795,30;3954,40;4104,05;4254,72;4427,76;;
3000000;"WIELKOPOLSKIE";2868,81;2976,28;3126,36;3284,41;3397,25;3515,31;3597,69;3723,69;3894,10;4124,13;;
3001000;"Powiat chodzieski";2523,12;2641,06;2743,98;2860,30;3020,99;3226,41;3303,09;3488,04;3532,53;3713,90;;
3002000;"Powiat czarnkowsko-trzcianecki";2621,49;2743,37;2848,43;3009,40;3149,29;3226,12;3410,14;3506,61;3699,41;3967,42;;
3003000;"Powiat gnieźnieński";2498,10;2605,75;2718,78;2874,23;3006,57;3143,38;3253,35;3386,42;3528,01;3774,18;;
3004000;"Powiat gostyński";2553,77;2733,37;2855,27;3004,76;3124,88;3238,49;3282,64;3415,02;3557,77;3760,40;;
3005000;"Powiat grodziski";2191,80;2402,82;2501,47;2639,86;2819,79;2945,14;2976,94;2931,27;3006,21;3316,55;;
3006000;"Powiat jarociński";2157,02;2283,04;2378,79;2547,56;2596,34;2729,43;2803,80;2898,12;3066,45;3340,73;;
3007000;"Powiat kaliski";2355,83;2494,19;2561,69;2665,26;2723,72;2826,99;3007,45;3035,70;3145,60;3353,48;;
3008000;"Powiat kępiński";1993,43;2020,27;2106,84;2224,07;2349,11;2456,46;2544,18;2568,52;2658,47;2960,24;;
3009000;"Powiat kolski";2816,18;2995,08;3153,48;3387,32;3350,56;3582,55;3624,38;3696,10;3808,90;4035,50;;
3010000;"Powiat koniński";2808,81;2940,77;3060,01;3178,62;3219,51;3297,59;3328,35;3319,18;3335,85;3439,22;;
3011000;"Powiat kościański";2528,66;2630,27;2746,53;2855,66;2955,65;3149,89;3257,11;3398,70;3491,93;3718,79;;
3012000;"Powiat krotoszyński";2384,97;2368,56;2499,96;2635,10;2729,22;2807,81;2849,87;2931,62;3202,47;3478,90;;
3013000;"Powiat leszczyński";2749,10;2853,97;3005,53;3194,85;3450,36;3533,58;3678,43;3812,62;3924,99;4213,65;;
3014000;"Powiat międzychodzki";2334,46;2592,09;2642,45;2790,82;2839,46;2996,65;3172,75;3207,93;3406,58;3623,06;;
3015000;"Powiat nowotomyski";2582,17;2742,29;2882,44;3038,62;3167,43;3283,41;3466,29;3547,42;3768,93;3989,83;;
3016000;"Powiat obornicki";2476,16;2678,83;2893,44;3031,88;3197,81;3214,37;3595,79;3620,93;3867,54;4101,05;;
3017000;"Powiat ostrowski";2510,43;2616,26;2779,34;2896,13;3002,27;3086,65;3212,43;3357,37;3576,57;3764,42;;
3018000;"Powiat ostrzeszowski";2431,97;2576,64;2700,86;2875,32;3010,05;3032,51;3193,68;3338,34;3509,40;3713,45;;
3019000;"Powiat pilski";2765,46;2873,28;3059,54;3186,50;3263,28;3539,58;3635,85;3569,05;3772,08;4006,13;;
3020000;"Powiat pleszewski";2329,23;2377,36;2541,49;2722,15;2881,88;3079,05;3190,51;3308,08;3399,21;3621,86;;
3021000;"Powiat poznański";2901,70;2909,66;3161,97;3313,05;3405,01;3513,25;3520,37;3676,21;3855,60;4018,59;;
3022000;"Powiat rawicki";2155,03;2287,60;2426,25;2574,75;2716,43;2829,57;2920,61;3045,68;3182,07;3442,45;;
3023000;"Powiat słupecki";2397,67;2532,49;2651,45;2783,93;2886,83;2951,09;3093,66;3171,47;3317,41;3564,41;;
3024000;"Powiat szamotulski";2788,34;2880,98;3036,38;3268,61;3569,58;3821,96;3817,63;3975,80;4196,53;4482,73;;
3025000;"Powiat średzki";2791,95;2934,94;3053,97;3195,94;3238,52;3310,35;3466,94;3626,56;3785,23;4102,74;;
3026000;"Powiat śremski";2502,48;2633,30;2758,09;2893,71;2998,45;3060,02;3108,41;3250,33;3411,22;3639,72;;
3027000;"Powiat turecki";2478,11;2668,35;2768,39;2958,85;2977,38;2959,12;3025,00;2999,24;3167,19;3391,97;;
3028000;"Powiat wągrowiecki";2403,16;2540,06;2679,02;2897,22;3084,27;3074,53;3135,77;3346,90;3488,88;3679,03;;
3029000;"Powiat wolsztyński";2328,31;2394,07;2490,09;2594,94;2708,32;2812,19;3013,55;3189,94;3315,96;3517,60;;
3030000;"Powiat wrzesiński";2457,00;2543,08;2653,68;2816,34;2932,62;3083,46;3264,85;3406,61;3607,50;3928,55;;
3031000;"Powiat złotowski";2448,80;2610,42;2675,54;2788,01;2922,82;2969,30;3019,42;3114,52;3221,67;3397,81;;
3061000;"Powiat m.Kalisz";2662,95;2777,37;2856,06;3030,68;3150,01;3264,40;3395,84;3532,30;3648,00;3889,60;;
3062000;"Powiat m.Konin";2925,27;3073,39;3225,51;3397,78;3483,18;3546,68;3653,29;3790,14;3785,02;3930,94;;
3063000;"Powiat m.Leszno";2489,99;2593,63;2689,37;2892,51;2977,96;3225,98;3362,89;3427,70;3406,02;3745,94;;
3064000;"Powiat m.Poznań";3517,34;3668,55;3814,08;3987,13;4119,68;4256,82;4354,40;4549,11;4770,94;5062,37;;
3200000;"ZACHODNIOPOMORSKIE";2881,00;3021,51;3120,15;3289,56;3417,76;3539,12;3649,27;3793,68;3946,28;4154,25;;
3201000;"Powiat białogardzki";2520,14;2595,81;2733,21;2939,20;3090,04;3185,19;3340,94;3394,74;3607,49;3756,70;;
3202000;"Powiat choszczeński";2447,98;2676,39;2811,79;2987,64;3151,12;3163,56;3305,47;3397,02;3514,69;3775,03;;
3203000;"Powiat drawski";2416,31;2477,64;2589,60;2719,38;2827,94;2909,17;2999,87;3068,19;3197,08;3402,35;;
3204000;"Powiat goleniowski";2690,22;2868,19;3029,67;3151,40;3265,66;3411,12;3511,95;3681,15;3872,80;4220,58;;
3205000;"Powiat gryficki";2422,35;2522,96;2680,43;2731,19;2831,03;2935,53;3057,57;3184,98;3333,02;3500,89;;
3206000;"Powiat gryfiński";3199,74;3402,32;2918,12;3068,98;3222,07;3327,05;3399,34;3534,88;3682,14;3848,29;;
3207000;"Powiat kamieński";2409,50;2590,04;2757,00;2898,73;2968,40;3041,77;3123,30;3201,23;3329,25;3525,59;;
3208000;"Powiat kołobrzeski";2648,42;2743,18;2844,96;2952,43;3130,38;3199,39;3311,54;3391,16;3504,44;3751,26;;
3209000;"Powiat koszaliński";2503,35;2612,20;2766,65;2999,02;3118,05;3200,10;3310,28;3430,31;3558,15;3677,01;;
3210000;"Powiat myśliborski";2453,22;2565,77;2680,21;2943,01;3143,15;3315,48;3344,71;3382,88;3543,66;3810,17;;
3211000;"Powiat policki";3463,16;3439,16;3568,57;3721,07;3921,50;4006,56;4139,86;4309,12;4506,56;4624,12;;
3212000;"Powiat pyrzycki";2377,42;2609,36;2649,26;2735,56;2768,91;2964,75;3091,46;3189,06;3429,38;3612,65;;
3213000;"Powiat sławieński";2401,03;2521,60;2630,46;2796,72;2905,46;2958,67;3057,18;3120,70;3252,37;3472,79;;
3214000;"Powiat stargardzki";2565,94;2790,80;2866,72;3110,83;3171,47;3274,44;3328,64;3523,62;3609,29;3817,60;;
3215000;"Powiat szczecinecki";2628,48;2764,65;2894,86;3105,57;3244,82;3355,74;3514,38;3574,91;3705,74;3880,91;;
3216000;"Powiat świdwiński";2263,03;2415,92;2482,27;2772,14;2892,61;2916,21;3033,78;3162,58;3223,10;3470,74;;
3217000;"Powiat wałecki";2538,35;2678,58;2827,15;2978,86;3093,47;3228,77;3336,50;3447,21;3557,62;3761,59;;
3218000;"Powiat łobeski";2358,34;2500,41;2642,12;2841,15;3082,29;3122,22;3289,68;3419,11;3594,16;3662,40;;
3261000;"Powiat m.Koszalin";2774,00;2931,88;3070,78;3181,23;3323,31;3492,03;3568,03;3644,39;3820,63;3999,59;;
3262000;"Powiat m.Szczecin";3290,65;3472,49;3586,82;3761,89;3881,46;4029,51;4176,65;4381,58;4539,15;4732,93;;
3263000;"Powiat m.Świnoujście";2936,78;3087,66;3261,27;3598,11;3729,48;3903,93;4127,79;4344,85;4306,81;4536,08;;
